	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
ADH5	0	0.641158533026519	0.671	0.287	0	Hepatocytes	ADH5
NDUFA4	0	0.639703771435001	0.987	0.941	0	Hepatocytes	NDUFA4
CAT	0	0.637583613011059	0.763	0.47	0	Hepatocytes	CAT
ETNPPL	0	0.633140080695967	0.321	0.067	0	Hepatocytes	ETNPPL
SLC22A7	0	0.632959960030055	0.393	0.07	0	Hepatocytes	SLC22A7
UGT2B10	0	0.63206290999013	0.44	0.075	0	Hepatocytes	UGT2B10
BORCS7	0	0.631672728527553	0.551	0.251	0	Hepatocytes	BORCS7
CARHSP1	0	0.631242846854627	0.658	0.276	0	Hepatocytes	CARHSP1
ACOT13	0	0.631057814889318	0.592	0.237	0	Hepatocytes	ACOT13
ALDH7A1	0	0.630171829020918	0.543	0.144	0	Hepatocytes	ALDH7A1
C1orf21	0	0.629136031445219	0.526	0.229	0	Hepatocytes	C1orf21
DBI	0	0.627346433094899	0.952	0.821	0	Hepatocytes	DBI
GPC3	0	0.623886899135837	0.292	0.066	0	Hepatocytes	GPC3
PRAP1	0	0.623583888672151	0.435	0.082	0	Hepatocytes	PRAP1
NDUFB9	0	0.623513758225459	0.823	0.53	0	Hepatocytes	NDUFB9
MAOA	0	0.623395458859388	0.469	0.078	0	Hepatocytes	MAOA
COX6A1	0	0.622926532689484	0.942	0.753	0	Hepatocytes	COX6A1
GLYATL1	0	0.621928852936026	0.44	0.074	0	Hepatocytes	GLYATL1
BCHE	0	0.620708765157739	0.381	0.081	0	Hepatocytes	BCHE
SHMT1	0	0.6201707379915	0.548	0.176	0	Hepatocytes	SHMT1
SUCLG1	0	0.619824040523072	0.776	0.555	0	Hepatocytes	SUCLG1
GLYCTK	0	0.619436442095837	0.472	0.11	0	Hepatocytes	GLYCTK
HABP2	0	0.617936926488264	0.393	0.077	0	Hepatocytes	HABP2
ACSL1	0	0.616961847923847	0.546	0.249	0	Hepatocytes	ACSL1
NAT8	0	0.612717671293801	0.325	0.063	0	Hepatocytes	NAT8
SEC61B	0	0.612704078146449	0.907	0.688	0	Hepatocytes	SEC61B
SLC9A3R1	0	0.6126244947666	0.595	0.219	0	Hepatocytes	SLC9A3R1
PECR	0	0.611428003827138	0.49	0.116	0	Hepatocytes	PECR
MRPL55	0	0.611292883012655	0.71	0.365	0	Hepatocytes	MRPL55
SMIM14	0	0.610304493023329	0.667	0.301	0	Hepatocytes	SMIM14
TTPA	0	0.610214185259283	0.347	0.039	0	Hepatocytes	TTPA
GHR	0	0.610062536346418	0.421	0.083	0	Hepatocytes	GHR
HSD17B11	0	0.60926481319511	0.765	0.416	0	Hepatocytes	HSD17B11
MCFD2	0	0.608652727307815	0.639	0.314	0	Hepatocytes	MCFD2
ERG28	0	0.608408249015075	0.535	0.171	0	Hepatocytes	ERG28
GSTA2	0	0.607891459636602	0.274	0.046	0	Hepatocytes	GSTA2
ECI1	0	0.606499740263268	0.601	0.223	0	Hepatocytes	ECI1
PBLD	0	0.604577423697123	0.453	0.092	0	Hepatocytes	PBLD
AMDHD1	0	0.603145831314317	0.413	0.084	0	Hepatocytes	AMDHD1
HSD17B2	0	0.601825050438648	0.416	0.07	0	Hepatocytes	HSD17B2
HEBP2	0	0.600643631676529	0.669	0.365	0	Hepatocytes	HEBP2
DRAIC	0	0.599940384994274	0.394	0.077	0	Hepatocytes	DRAIC
HIBADH	0	0.596217419127175	0.556	0.207	0	Hepatocytes	HIBADH
MT-CO2	0	0.594657568838245	0.999	1	0	Hepatocytes	MT-CO2
CUTA	0	0.594518368024183	0.848	0.553	0	Hepatocytes	CUTA
CSAG1	0	0.593086635772062	0.397	0.068	0	Hepatocytes	CSAG1
HAGH	0	0.592756050568866	0.585	0.225	0	Hepatocytes	HAGH
SLC22A1	0	0.592100196086051	0.324	0.049	0	Hepatocytes	SLC22A1
FIS1	0	0.591643936053975	0.778	0.508	0	Hepatocytes	FIS1
GALE	0	0.591108612246849	0.489	0.153	0	Hepatocytes	GALE
CHCHD10	0	0.59020420019219	0.776	0.509	0	Hepatocytes	CHCHD10
ABCC6	0	0.590106731731304	0.438	0.076	0	Hepatocytes	ABCC6
FUOM	0	0.589647473177759	0.615	0.27	0	Hepatocytes	FUOM
PLOD2	0	0.587151501560219	0.417	0.089	0	Hepatocytes	PLOD2
RPA3	0	0.586798910996707	0.615	0.32	0	Hepatocytes	RPA3
ATP5PF	0	0.584169312324238	0.926	0.751	0	Hepatocytes	ATP5PF
FH	0	0.584158632384416	0.6	0.244	0	Hepatocytes	FH
NUCKS1	0	0.582696164620029	0.975	0.838	0	Hepatocytes	NUCKS1
CENPX	0	0.58190520537683	0.64	0.319	0	Hepatocytes	CENPX
OSGIN1	0	0.578377138026859	0.27	0.041	0	Hepatocytes	OSGIN1
UGT3A1	0	0.577471518840666	0.36	0.072	0	Hepatocytes	UGT3A1
UAP1	0	0.577082110763008	0.477	0.122	0	Hepatocytes	UAP1
HMGCS1	0	0.576711947383717	0.403	0.133	0	Hepatocytes	HMGCS1
SPRYD4	0	0.575929852939698	0.444	0.097	0	Hepatocytes	SPRYD4
ABCA6	0	0.575189695798622	0.432	0.093	0	Hepatocytes	ABCA6
CXADR	0	0.571273106378559	0.436	0.075	0	Hepatocytes	CXADR
CAV2	0	0.570826660235836	0.541	0.237	0	Hepatocytes	CAV2
F9	0	0.568045408846405	0.399	0.068	0	Hepatocytes	F9
TTC39C	0	0.567424944876038	0.497	0.147	0	Hepatocytes	TTC39C
ST6GAL1	0	0.561594684336372	0.676	0.358	0	Hepatocytes	ST6GAL1
SLC37A4	0	0.560685952755411	0.465	0.12	0	Hepatocytes	SLC37A4
ALDH1L1	0	0.560549340617078	0.372	0.059	0	Hepatocytes	ALDH1L1
ABCG5	0	0.559564018678115	0.388	0.067	0	Hepatocytes	ABCG5
UGDH	0	0.558599634277562	0.419	0.108	0	Hepatocytes	UGDH
MTHFS	0	0.558411975808899	0.462	0.12	0	Hepatocytes	MTHFS
TIMM10	0	0.557489106887984	0.599	0.321	0	Hepatocytes	TIMM10
ATP5IF1	0	0.557060346040296	0.889	0.691	0	Hepatocytes	ATP5IF1
MST1	0	0.555257263650931	0.416	0.08	0	Hepatocytes	MST1
PDIA4	0	0.554179039001515	0.69	0.408	0	Hepatocytes	PDIA4
CYP4F3	0	0.553800673086613	0.405	0.076	0	Hepatocytes	CYP4F3
DUSP23	0	0.553532589539838	0.65	0.348	0	Hepatocytes	DUSP23
NDUFB6	0	0.552216706566564	0.808	0.488	0	Hepatocytes	NDUFB6
DECR1	0	0.550375817333344	0.775	0.482	0	Hepatocytes	DECR1
VSNL1	0	0.549720179432003	0.39	0.057	0	Hepatocytes	VSNL1
SORD	0	0.548711403185769	0.41	0.069	0	Hepatocytes	SORD
COA3	0	0.548266433131741	0.712	0.372	0	Hepatocytes	COA3
SERINC2	0	0.54745175522441	0.421	0.076	0	Hepatocytes	SERINC2
CTAGE5	0	0.546483607157295	0.594	0.249	0	Hepatocytes	CTAGE5
ZNHIT1	0	0.545886280954324	0.78	0.466	0	Hepatocytes	ZNHIT1
MRPL40	0	0.542717420199278	0.621	0.3	0	Hepatocytes	MRPL40
COBLL1	0	0.542249167658884	0.478	0.135	0	Hepatocytes	COBLL1
AKR7A3	0	0.541093868292904	0.358	0.049	0	Hepatocytes	AKR7A3
ACOX2	0	0.540307253892419	0.388	0.074	0	Hepatocytes	ACOX2
AC104461.1	0	0.539994245817427	0.367	0.067	0	Hepatocytes	AC104461.1
AC105105.2	0	0.538956168822647	0.37	0.057	0	Hepatocytes	AC105105.2
GOT2	0	0.537893085317045	0.528	0.184	0	Hepatocytes	GOT2
MT-CO1	0	0.537696623544607	1	1	0	Hepatocytes	MT-CO1
COX6C	0	0.534688003959204	0.971	0.913	0	Hepatocytes	COX6C
KDELR2	0	0.532696414743949	0.714	0.421	0	Hepatocytes	KDELR2
HIGD1A	0	0.531795091582329	0.654	0.344	0	Hepatocytes	HIGD1A
GLRX5	0	0.531273557595774	0.572	0.24	0	Hepatocytes	GLRX5
ETFA	0	0.529273945417646	0.717	0.426	0	Hepatocytes	ETFA
F11	0	0.527928371167064	0.379	0.068	0	Hepatocytes	F11
SLC25A1	0	0.527853860077521	0.498	0.19	0	Hepatocytes	SLC25A1
CLDN7	0	0.527321544346039	0.391	0.079	0	Hepatocytes	CLDN7
SNRPE	0	0.526426155846045	0.807	0.51	0	Hepatocytes	SNRPE
MLXIPL	0	0.52482746711334	0.37	0.074	0	Hepatocytes	MLXIPL
GALT	0	0.524522029390561	0.477	0.151	0	Hepatocytes	GALT
AC026462.3	0	0.524263702999142	0.326	0.062	0	Hepatocytes	AC026462.3
FBP1	0	0.523376747901281	0.541	0.25	0	Hepatocytes	FBP1
GALK1	0	0.522836931168079	0.482	0.182	0	Hepatocytes	GALK1
SLC51A	0	0.522575521500957	0.361	0.074	0	Hepatocytes	SLC51A
MT-ATP6	0	0.521766337067466	0.999	1	0	Hepatocytes	MT-ATP6
SDHC	0	0.521137785638722	0.659	0.34	0	Hepatocytes	SDHC
FMO3	0	0.521080155686377	0.429	0.104	0	Hepatocytes	FMO3
DHRS3	0	0.519695245630099	0.573	0.237	0	Hepatocytes	DHRS3
EBP	0	0.519508250782137	0.49	0.184	0	Hepatocytes	EBP
NDUFB1	0	0.51852817890185	0.905	0.712	0	Hepatocytes	NDUFB1
MTHFD1	0	0.518394674597892	0.493	0.206	0	Hepatocytes	MTHFD1
GSTK1	0	0.518330673650501	0.886	0.709	0	Hepatocytes	GSTK1
TOR1AIP2	0	0.51752327072581	0.486	0.178	0	Hepatocytes	TOR1AIP2
C11orf54	0	0.516819938831271	0.449	0.117	0	Hepatocytes	C11orf54
CDH2	0	0.515994957152412	0.388	0.067	0	Hepatocytes	CDH2
MCRIP2	0	0.512567310741201	0.455	0.142	0	Hepatocytes	MCRIP2
PCYOX1	0	0.512512336446794	0.522	0.179	0	Hepatocytes	PCYOX1
SLC22A18	0	0.512477053790668	0.415	0.166	0	Hepatocytes	SLC22A18
RNF128	0	0.512346582547772	0.382	0.054	0	Hepatocytes	RNF128
NAXE	0	0.51115676833757	0.609	0.285	0	Hepatocytes	NAXE
RHOU	0	0.510270595788501	0.418	0.155	0	Hepatocytes	RHOU
DHTKD1	0	0.509739613127987	0.42	0.126	0	Hepatocytes	DHTKD1
SC5D	0	0.509415122373357	0.462	0.155	0	Hepatocytes	SC5D
GCLM	0	0.508786162500677	0.444	0.141	0	Hepatocytes	GCLM
HSD17B10	0	0.506246831991557	0.571	0.288	0	Hepatocytes	HSD17B10
NTHL1	0	0.505666505438095	0.411	0.124	0	Hepatocytes	NTHL1
ACAA1	0	0.504127343046851	0.572	0.32	0	Hepatocytes	ACAA1
OAF	0	0.504084460916371	0.43	0.123	0	Hepatocytes	OAF
ABCB4	0	0.502115220122039	0.345	0.067	0	Hepatocytes	ABCB4
MGMT	0	0.501246514234568	0.622	0.301	0	Hepatocytes	MGMT
MRPL14	0	0.500511388138318	0.628	0.306	0	Hepatocytes	MRPL14
ACADM	0	0.50004928994869	0.586	0.273	0	Hepatocytes	ACADM
GTF2H5	0	0.499703163939815	0.586	0.321	0	Hepatocytes	GTF2H5
DAO	0	0.499531702289205	0.348	0.05	0	Hepatocytes	DAO
CFB	0	0.499386739369438	0.405	0.075	0	Hepatocytes	CFB
ABCC2	0	0.49919928630843	0.353	0.048	0	Hepatocytes	ABCC2
COX7B2	0	0.499132398318064	0.339	0.065	0	Hepatocytes	COX7B2
TSPAN6	0	0.49731343779201	0.468	0.122	0	Hepatocytes	TSPAN6
MRPS18B	0	0.497174270333387	0.604	0.339	0	Hepatocytes	MRPS18B
P4HB	0	0.496996853159768	0.833	0.561	0	Hepatocytes	P4HB
S100A13	0	0.496020010510641	0.417	0.18	0	Hepatocytes	S100A13
HSD17B8	0	0.495372383125742	0.411	0.113	0	Hepatocytes	HSD17B8
TMEM45B	0	0.495037504958851	0.331	0.053	0	Hepatocytes	TMEM45B
OTC	0	0.494645911012539	0.336	0.056	0	Hepatocytes	OTC
MIA3	0	0.492772586718783	0.624	0.343	0	Hepatocytes	MIA3
GBA3	0	0.488711919358711	0.359	0.064	0	Hepatocytes	GBA3
TOB1	0	0.48803125815253	0.516	0.214	0	Hepatocytes	TOB1
ROMO1	0	0.487016035612124	0.863	0.644	0	Hepatocytes	ROMO1
QDPR	0	0.486196489515156	0.475	0.187	0	Hepatocytes	QDPR
GLS2	0	0.485359396689778	0.314	0.055	0	Hepatocytes	GLS2
TMBIM6	0	0.484099709458	0.984	0.917	0	Hepatocytes	TMBIM6
COA4	0	0.48309549890755	0.572	0.264	0	Hepatocytes	COA4
SLC2A4RG	0	0.482973532453621	0.429	0.123	0	Hepatocytes	SLC2A4RG
TMEM9	0	0.482177428297311	0.452	0.164	0	Hepatocytes	TMEM9
IFITM3	0	0.482101484648807	0.99	0.913	0	Hepatocytes	IFITM3
CDHR5	0	0.481966824072059	0.372	0.064	0	Hepatocytes	CDHR5
PEMT	0	0.480179694326701	0.426	0.149	0	Hepatocytes	PEMT
SAR1B	0	0.479547596747816	0.607	0.303	0	Hepatocytes	SAR1B
DNAJC19	0	0.479202257790499	0.576	0.278	0	Hepatocytes	DNAJC19
ACAT2	0	0.477903960219608	0.449	0.179	0	Hepatocytes	ACAT2
CNIH1	0	0.477341927129984	0.627	0.344	0	Hepatocytes	CNIH1
ATP5MD	0	0.476738692612601	0.936	0.787	0	Hepatocytes	ATP5MD
PAWR	0	0.476250044290467	0.395	0.097	0	Hepatocytes	PAWR
ALAD	0	0.475587063326176	0.422	0.123	0	Hepatocytes	ALAD
SLC22A9	0	0.47505631734506	0.33	0.039	0	Hepatocytes	SLC22A9
MIR4458HG	0	0.474993263780571	0.446	0.165	0	Hepatocytes	MIR4458HG
DNAJB9	0	0.474289771884289	0.498	0.209	0	Hepatocytes	DNAJB9
ACO1	0	0.47260922513187	0.421	0.123	0	Hepatocytes	ACO1
AR	0	0.471292494326149	0.309	0.04	0	Hepatocytes	AR
DHRS1	0	0.469807342340907	0.385	0.119	0	Hepatocytes	DHRS1
ATP5MC1	0	0.469441646934269	0.728	0.429	0	Hepatocytes	ATP5MC1
ERBB3	0	0.468911456211405	0.35	0.066	0	Hepatocytes	ERBB3
YIF1A	0	0.468852460473965	0.556	0.258	0	Hepatocytes	YIF1A
ATP5PD	0	0.468125695754917	0.946	0.825	0	Hepatocytes	ATP5PD
BDH1	0	0.468090749265652	0.346	0.066	0	Hepatocytes	BDH1
SQLE	0	0.467296188502962	0.298	0.104	0	Hepatocytes	SQLE
NADK2	0	0.467232290181938	0.386	0.092	0	Hepatocytes	NADK2
TMEM220	0	0.466804053321021	0.357	0.102	0	Hepatocytes	TMEM220
FAM177A1	0	0.46672133087756	0.592	0.338	0	Hepatocytes	FAM177A1
CFL2	0	0.465650025356573	0.473	0.169	0	Hepatocytes	CFL2
CYP4F11	0	0.465311266687253	0.344	0.053	0	Hepatocytes	CYP4F11
GPT2	0	0.465175085794452	0.313	0.072	0	Hepatocytes	GPT2
ESPN	0	0.46450371439392	0.332	0.042	0	Hepatocytes	ESPN
PCCB	0	0.464349361935328	0.507	0.215	0	Hepatocytes	PCCB
ONECUT1	0	0.464343921461854	0.309	0.033	0	Hepatocytes	ONECUT1
ARSE	0	0.464293048733096	0.329	0.043	0	Hepatocytes	ARSE
SLC7A2	0	0.464126251950891	0.345	0.083	0	Hepatocytes	SLC7A2
PGM1	0	0.462409407866913	0.411	0.109	0	Hepatocytes	PGM1
FAHD1	0	0.46229759329997	0.446	0.16	0	Hepatocytes	FAHD1
PGRMC2	0	0.459826455388495	0.566	0.265	0	Hepatocytes	PGRMC2
SLC25A13	0	0.459366200361249	0.445	0.143	0	Hepatocytes	SLC25A13
PMM1	0	0.457452578751304	0.4	0.147	0	Hepatocytes	PMM1
LINC02542	0	0.457442112020907	0.282	0.056	0	Hepatocytes	LINC02542
TMCO1	0	0.457402701316428	0.697	0.398	0	Hepatocytes	TMCO1
ASPDH	0	0.455717144204562	0.271	0.034	0	Hepatocytes	ASPDH
ATP5ME	0	0.455203598328831	0.909	0.73	0	Hepatocytes	ATP5ME
MRPL24	0	0.454147657900562	0.562	0.259	0	Hepatocytes	MRPL24
TMEM141	0	0.452733656419099	0.518	0.227	0	Hepatocytes	TMEM141
MRPL36	0	0.452565651795635	0.564	0.279	0	Hepatocytes	MRPL36
NDUFV3	0	0.451404926373709	0.602	0.344	0	Hepatocytes	NDUFV3
PRDX5	0	0.450987906595218	0.822	0.592	0	Hepatocytes	PRDX5
FBXO2	0	0.449081040810794	0.277	0.05	0	Hepatocytes	FBXO2
EVA1A	0	0.447690656536817	0.333	0.05	0	Hepatocytes	EVA1A
PRDX3	0	0.446940656651847	0.867	0.623	0	Hepatocytes	PRDX3
MRPS33	0	0.446623373226213	0.572	0.311	0	Hepatocytes	MRPS33
TRIM24	0	0.445387051618699	0.444	0.179	0	Hepatocytes	TRIM24
MUT	0	0.44533347761155	0.417	0.126	0	Hepatocytes	MUT
IL32	0	0.444539443394411	0.595	0.304	0	Hepatocytes	IL32
CRYL1	0	0.44448713885274	0.525	0.277	0	Hepatocytes	CRYL1
EHBP1	0	0.443351292981917	0.42	0.135	0	Hepatocytes	EHBP1
GPC6	0	0.442797603574874	0.288	0.064	0	Hepatocytes	GPC6
DDAH1	0	0.442037453245664	0.36	0.088	0	Hepatocytes	DDAH1
CYSTM1	0	0.441634507502801	0.665	0.379	0	Hepatocytes	CYSTM1
MBNL3	0	0.439354335436731	0.391	0.119	0	Hepatocytes	MBNL3
MSRB1	0	0.438504191050321	0.438	0.144	0	Hepatocytes	MSRB1
TOM1L1	0	0.438485611005982	0.34	0.064	0	Hepatocytes	TOM1L1
CXXC5	0	0.438460281278439	0.455	0.164	0	Hepatocytes	CXXC5
ACSM5	0	0.438306124184865	0.356	0.08	0	Hepatocytes	ACSM5
PFDN6	0	0.436463316421639	0.529	0.251	0	Hepatocytes	PFDN6
CYP8B1	0	0.436137232446612	0.282	0.043	0	Hepatocytes	CYP8B1
LSM5	0	0.434657055388335	0.581	0.326	0	Hepatocytes	LSM5
NUDT5	0	0.432171551455896	0.608	0.31	0	Hepatocytes	NUDT5
HMGCL	0	0.431171735520382	0.471	0.191	0	Hepatocytes	HMGCL
HSDL2	0	0.430550555121966	0.503	0.213	0	Hepatocytes	HSDL2
POLR2F	0	0.429800393309871	0.624	0.335	0	Hepatocytes	POLR2F
LINC01485	0	0.429259276047949	0.307	0.054	0	Hepatocytes	LINC01485
CYP4A22	0	0.428426211895049	0.318	0.052	0	Hepatocytes	CYP4A22
HDHD3	0	0.428304835056959	0.349	0.076	0	Hepatocytes	HDHD3
TMEM14B	0	0.427887200812606	0.733	0.47	0	Hepatocytes	TMEM14B
CRLS1	0	0.426735894355687	0.39	0.144	0	Hepatocytes	CRLS1
JTB	0	0.425671785486675	0.829	0.597	0	Hepatocytes	JTB
MSRB2	0	0.421973831939755	0.534	0.252	0	Hepatocytes	MSRB2
CISD1	0	0.421864878123403	0.486	0.218	0	Hepatocytes	CISD1
ONECUT2	0	0.421776101827379	0.292	0.038	0	Hepatocytes	ONECUT2
PCYT2	0	0.420297758467326	0.361	0.087	0	Hepatocytes	PCYT2
HMGB3	0	0.419448403138575	0.449	0.19	0	Hepatocytes	HMGB3
PSAT1	0	0.417805941308781	0.328	0.07	0	Hepatocytes	PSAT1
RAB17	0	0.415598743567546	0.318	0.053	0	Hepatocytes	RAB17
EGFR	0	0.415277596389224	0.318	0.06	0	Hepatocytes	EGFR
ZKSCAN1	0	0.414854984001449	0.392	0.152	0	Hepatocytes	ZKSCAN1
SEC14L2	0	0.413522983065077	0.296	0.046	0	Hepatocytes	SEC14L2
ABCC6P1	0	0.412074952108861	0.305	0.049	0	Hepatocytes	ABCC6P1
NNT	0	0.411968138055863	0.417	0.188	0	Hepatocytes	NNT
STOML2	0	0.411234373116971	0.548	0.293	0	Hepatocytes	STOML2
ARL4D	0	0.410451477674396	0.321	0.104	0	Hepatocytes	ARL4D
CYP4F2	0	0.410377733540459	0.313	0.052	0	Hepatocytes	CYP4F2
LGR4	0	0.410362853066113	0.312	0.065	0	Hepatocytes	LGR4
ASPH	0	0.410187118224199	0.536	0.271	0	Hepatocytes	ASPH
VNN1	0	0.410143632755966	0.297	0.103	0	Hepatocytes	VNN1
CRIP3	0	0.409986715175068	0.279	0.059	0	Hepatocytes	CRIP3
ALCAM	0	0.409834721829102	0.506	0.234	0	Hepatocytes	ALCAM
NFIA	0	0.409718420769488	0.449	0.175	0	Hepatocytes	NFIA
C9orf3	0	0.408687022300541	0.381	0.108	0	Hepatocytes	C9orf3
NDUFA5	0	0.407012817558555	0.641	0.367	0	Hepatocytes	NDUFA5
EMP2	0	0.406753884372811	0.502	0.23	0	Hepatocytes	EMP2
MMAB	0	0.405166193098137	0.354	0.124	0	Hepatocytes	MMAB
CGNL1	0	0.404921309416994	0.292	0.047	0	Hepatocytes	CGNL1
MTCH2	0	0.403841666020197	0.589	0.312	0	Hepatocytes	MTCH2
CREB3L3	0	0.402138457604469	0.284	0.044	0	Hepatocytes	CREB3L3
FDX1	0	0.401349084945601	0.536	0.284	0	Hepatocytes	FDX1
MARVELD2	0	0.401275943045858	0.298	0.048	0	Hepatocytes	MARVELD2
SPON2	0	0.399050812620235	0.353	0.089	0	Hepatocytes	SPON2
MOCS2	0	0.398151049728153	0.467	0.197	0	Hepatocytes	MOCS2
FMC1	0	0.39807040482746	0.404	0.151	0	Hepatocytes	FMC1
PKLR	0	0.397793920861203	0.279	0.04	0	Hepatocytes	PKLR
DHCR7	0	0.396492875213119	0.3	0.066	0	Hepatocytes	DHCR7
CPN1	0	0.396292899290843	0.306	0.061	0	Hepatocytes	CPN1
ASL	0	0.395989838469645	0.378	0.119	0	Hepatocytes	ASL
ALDH8A1	0	0.395871757548342	0.287	0.043	0	Hepatocytes	ALDH8A1
ANPEP	0	0.395606079064987	0.452	0.183	0	Hepatocytes	ANPEP
EBNA1BP2	0	0.395507521769506	0.447	0.182	0	Hepatocytes	EBNA1BP2
ACOX1	0	0.395324560063549	0.395	0.137	0	Hepatocytes	ACOX1
TMEM106B	0	0.393829017972304	0.453	0.193	0	Hepatocytes	TMEM106B
SLC43A1	0	0.392661759058275	0.321	0.069	0	Hepatocytes	SLC43A1
HNF4A	0	0.39224604891972	0.296	0.047	0	Hepatocytes	HNF4A
ECHDC3	0	0.391544721079451	0.342	0.087	0	Hepatocytes	ECHDC3
HDGF	0	0.391337035353368	0.546	0.294	0	Hepatocytes	HDGF
CAP2	0	0.391121749307991	0.268	0.061	0	Hepatocytes	CAP2
RCL1	0	0.390666011130508	0.29	0.073	0	Hepatocytes	RCL1
SMARCA1	0	0.389119080029283	0.362	0.102	0	Hepatocytes	SMARCA1
MARC1	0	0.389010198716	0.295	0.067	0	Hepatocytes	MARC1
SAA4	0	0.388230795924365	0.269	0.058	0	Hepatocytes	SAA4
RPP25L	0	0.386186543388751	0.374	0.14	0	Hepatocytes	RPP25L
CRNDE	0	0.384990473811034	0.284	0.09	0	Hepatocytes	CRNDE
KIF22	0	0.384325245294873	0.468	0.225	0	Hepatocytes	KIF22
CHP1	0	0.384253816189156	0.48	0.221	0	Hepatocytes	CHP1
AL355338.1	0	0.383314540040099	0.277	0.071	0	Hepatocytes	AL355338.1
RHOBTB3	0	0.382748117928603	0.349	0.101	0	Hepatocytes	RHOBTB3
KCTD3	0	0.381892568959659	0.359	0.101	0	Hepatocytes	KCTD3
KLHDC2	0	0.38170799859975	0.447	0.187	0	Hepatocytes	KLHDC2
MALSU1	0	0.381172907733716	0.427	0.186	0	Hepatocytes	MALSU1
RNF5	0	0.380422053605336	0.551	0.291	0	Hepatocytes	RNF5
TLE1	0	0.379398348879242	0.392	0.131	0	Hepatocytes	TLE1
FMO4	0	0.37817886718807	0.313	0.069	0	Hepatocytes	FMO4
ALG1L	0	0.377706040245842	0.275	0.061	0	Hepatocytes	ALG1L
ETFRF1	0	0.374998621140411	0.416	0.177	0	Hepatocytes	ETFRF1
DMGDH	0	0.374828862897711	0.295	0.047	0	Hepatocytes	DMGDH
XAGE5	0	0.374662299596331	0.253	0.049	0	Hepatocytes	XAGE5
EPHX2	0	0.372390659446948	0.309	0.059	0	Hepatocytes	EPHX2
HOOK1	0	0.370986582225371	0.286	0.049	0	Hepatocytes	HOOK1
RALGPS2	0	0.370203916239121	0.303	0.081	0	Hepatocytes	RALGPS2
LINC02532	0	0.367992458283817	0.263	0.042	0	Hepatocytes	LINC02532
ZNF181	0	0.366531414394649	0.297	0.077	0	Hepatocytes	ZNF181
FAM8A1	0	0.364115515158312	0.286	0.089	0	Hepatocytes	FAM8A1
IVD	0	0.361689434901967	0.423	0.181	0	Hepatocytes	IVD
VIL1	0	0.361663995000884	0.253	0.048	0	Hepatocytes	VIL1
AGMAT	0	0.359985698397581	0.268	0.043	0	Hepatocytes	AGMAT
CENPV	0	0.359265093050589	0.3	0.064	0	Hepatocytes	CENPV
SPR	0	0.358821929183414	0.312	0.071	0	Hepatocytes	SPR
ISOC1	0	0.358595428428805	0.378	0.13	0	Hepatocytes	ISOC1
CHPT1	0	0.357441333070038	0.484	0.226	0	Hepatocytes	CHPT1
PLS1	0	0.357119072613741	0.284	0.054	0	Hepatocytes	PLS1
SLC30A10	0	0.356985276370965	0.258	0.036	0	Hepatocytes	SLC30A10
EI24	0	0.356901524354883	0.425	0.185	0	Hepatocytes	EI24
HLF	0	0.356373670147378	0.278	0.049	0	Hepatocytes	HLF
SERINC5	0	0.35523223120098	0.315	0.11	0	Hepatocytes	SERINC5
HYI	0	0.354658772707481	0.403	0.158	0	Hepatocytes	HYI
FOXA2	0	0.352791301961027	0.264	0.039	0	Hepatocytes	FOXA2
PLA2G12B	0	0.352282969607157	0.265	0.037	0	Hepatocytes	PLA2G12B
TPD52L1	0	0.351268820506432	0.271	0.048	0	Hepatocytes	TPD52L1
GPAM	0	0.350334734723324	0.256	0.051	0	Hepatocytes	GPAM
WASL	0	0.349674031283147	0.446	0.187	0	Hepatocytes	WASL
TMEM120A	0	0.348761236738906	0.435	0.2	0	Hepatocytes	TMEM120A
RAB4A	0	0.347715503348333	0.494	0.248	0	Hepatocytes	RAB4A
AFMID	0	0.347336564223051	0.365	0.147	0	Hepatocytes	AFMID
PPARA	0	0.34723665313857	0.301	0.081	0	Hepatocytes	PPARA
LINC00467	0	0.346386728346975	0.308	0.101	0	Hepatocytes	LINC00467
PTPRF	0	0.345661781686232	0.259	0.052	0	Hepatocytes	PTPRF
KDELR3	0	0.344667336224341	0.251	0.064	0	Hepatocytes	KDELR3
DNAJC25	0	0.344586324606358	0.309	0.085	0	Hepatocytes	DNAJC25
TOLLIP	0	0.343075554341586	0.413	0.186	0	Hepatocytes	TOLLIP
GCDH	0	0.342418175735655	0.31	0.093	0	Hepatocytes	GCDH
CMTM8	0	0.341655233335849	0.351	0.106	0	Hepatocytes	CMTM8
FAM114A1	0	0.341163255559199	0.394	0.153	0	Hepatocytes	FAM114A1
ABCG8	0	0.340758287023263	0.251	0.045	0	Hepatocytes	ABCG8
MPDZ	0	0.340191354117862	0.335	0.109	0	Hepatocytes	MPDZ
ECM2	0	0.33997178031168	0.296	0.07	0	Hepatocytes	ECM2
HSBP1L1	0	0.338501980522605	0.34	0.131	0	Hepatocytes	HSBP1L1
ALDH5A1	0	0.337978157278014	0.284	0.062	0	Hepatocytes	ALDH5A1
SLC47A1	0	0.337278526654385	0.267	0.06	0	Hepatocytes	SLC47A1
C1RL	0	0.337159328741563	0.28	0.068	0	Hepatocytes	C1RL
SLC39A14	0	0.336013685428958	0.289	0.077	0	Hepatocytes	SLC39A14
